State_County,County,State_abbr,State_full,County_ST,FedDistrict,Pop2020,Pop2010,GDP_2021,Lat,Lon
Nebraska_Cherry County,Cherry,NE,Nebraska,"Cherry, NE",10,5781,5713,308890,42.5713234,-101.0476533
Nebraska_Cheyenne County,Cheyenne,NE,Nebraska,"Cheyenne, NE",10,9111,9998,567781,41.2142358,-103.0119289
Nebraska_Clay County,Clay,NE,Nebraska,"Clay, NE",10,6216,6542,419878,40.5236693,-98.0508585
Nebraska_Colfax County,Colfax,NE,Nebraska,"Colfax, NE",10,10587,10515,868571,41.57496,-97.0889449
Nebraska_Cuming County,Cuming,NE,Nebraska,"Cuming, NE",10,8798,9139,862942,41.9158651,-96.7885168
Nebraska_Custer County,Custer,NE,Nebraska,"Custer, NE",10,10626,10939,814043,41.3938927,-99.7268662
Nebraska_Dakota County,Dakota,NE,Nebraska,"Dakota, NE",10,20070,21006,1826183,42.3916449,-96.5613555
Nebraska_Dawes County,Dawes,NE,Nebraska,"Dawes, NE",10,8361,9182,322974,42.7112144,-103.1348721
Nebraska_Dawson County,Dawson,NE,Nebraska,"Dawson, NE",10,23510,24326,1746258,40.8673784,-99.8151537
Nebraska_Deuel County,Deuel,NE,Nebraska,"Deuel, NE",10,1793,1941,93148,41.1119026,-102.332609
Nebraska_Dixon County,Dixon,NE,Nebraska,"Dixon, NE",10,5596,6000,403655,42.4852801,-96.8558616
Nebraska_Dodge County,Dodge,NE,Nebraska,"Dodge, NE",10,36222,36691,2603513,41.5770082,-96.6458526
Nebraska_Douglas County,Douglas,NE,Nebraska,"Douglas, NE",10,574332,517110,54013181,41.2970908,-96.1540664
Nebraska_Dundy County,Dundy,NE,Nebraska,"Dundy, NE",10,1671,2008,219797,40.180165,-101.6811327
Nebraska_Fillmore County,Fillmore,NE,Nebraska,"Fillmore, NE",10,5519,5890,473308,40.5250399,-97.5967053
Nebraska_Franklin County,Franklin,NE,Nebraska,"Franklin, NE",10,2940,3225,130394,40.1832031,-98.96208
Nebraska_Frontier County,Frontier,NE,Nebraska,"Frontier, NE",10,2587,2756,128274,40.5309469,-100.4066834
Nebraska_Furnas County,Furnas,NE,Nebraska,"Furnas, NE",10,4653,4959,327380,40.191865,-99.9096631
Nebraska_Gage County,Gage,NE,Nebraska,"Gage, NE",10,21431,22311,1197990,40.2552337,-96.6834528
Nebraska_Garden County,Garden,NE,Nebraska,"Garden, NE",10,1847,2057,88938,41.6333638,-102.3029845
Nebraska_Garfield County,Garfield,NE,Nebraska,"Garfield, NE",10,1956,2049,92676,41.9068675,-98.951231
Nebraska_Gosper County,Gosper,NE,Nebraska,"Gosper, NE",10,1986,2044,113749,40.5090947,-99.8232058
Nebraska_Grant County,Grant,NE,Nebraska,"Grant, NE",10,630,614,26773,41.9139574,-101.7559645
Nebraska_Greeley County,Greeley,NE,Nebraska,"Greeley, NE",10,2319,2538,137860,41.5675715,-98.5305655
Nebraska_Hall County,Hall,NE,Nebraska,"Hall, NE",10,61028,58607,4155550,40.8660265,-98.5026645
Nebraska_Hamilton County,Hamilton,NE,Nebraska,"Hamilton, NE",10,9237,9124,819138,40.8728173,-98.0223294
Nebraska_Harlan County,Harlan,NE,Nebraska,"Harlan, NE",10,3311,3423,213931,40.1787663,-99.4034177
Nebraska_Hayes County,Hayes,NE,Nebraska,"Hayes, NE",10,916,967,110287,40.5372337,-101.0479627
Nebraska_Hitchcock County,Hitchcock,NE,Nebraska,"Hitchcock, NE",10,2773,2908,178319,40.1768964,-101.044217
Nebraska_Holt County,Holt,NE,Nebraska,"Holt, NE",10,9956,10435,824511,42.4592867,-98.7847662
Nebraska_Hooker County,Hooker,NE,Nebraska,"Hooker, NE",10,647,736,30011,41.920317,-101.117324
Nebraska_Howard County,Howard,NE,Nebraska,"Howard, NE",10,6488,6274,268771,41.2168513,-98.5133417
Nebraska_Jefferson County,Jefferson,NE,Nebraska,"Jefferson, NE",10,7099,7547,559553,40.1757356,-97.1431027
Nebraska_Johnson County,Johnson,NE,Nebraska,"Johnson, NE",10,5057,5217,209520,40.3950099,-96.2653668
Nebraska_Kearney County,Kearney,NE,Nebraska,"Kearney, NE",10,6652,6489,415198,40.5091198,-98.9476019
Nebraska_Keith County,Keith,NE,Nebraska,"Keith, NE",10,7983,8368,454036,41.1942448,-101.6444493
Nebraska_Keya Paha County,Keya Paha,NE,Nebraska,"Keya Paha, NE",10,759,824,36985,42.8754803,-99.7183514
Nebraska_Kimball County,Kimball,NE,Nebraska,"Kimball, NE",10,3495,3821,198352,41.1992736,-103.7031528
Nebraska_Knox County,Knox,NE,Nebraska,"Knox, NE",10,8304,8701,648022,42.6344045,-97.8913492
Nebraska_Lancaster County,Lancaster,NE,Nebraska,"Lancaster, NE",10,320650,285407,21660632,40.7835474,-96.6886584
Nebraska_Lincoln County,Lincoln,NE,Nebraska,"Lincoln, NE",10,34347,36288,2675646,41.0503221,-100.7444808
Nebraska_Logan County,Logan,NE,Nebraska,"Logan, NE",10,747,763,32911,41.5421555,-100.4436647
Nebraska_Loup County,Loup,NE,Nebraska,"Loup, NE",10,650,632,34396,41.9031834,-99.5098521
Nebraska_Madison County,McPherson,NE,Nebraska,"McPherson, NE",10,34813,34876,20474,41.9099293,-97.6068564
Nebraska_McPherson County,Madison,NE,Nebraska,"Madison, NE",10,474,539,2782484,41.6484137,-101.1208507
Nebraska_Merrick County,Merrick,NE,Nebraska,"Merrick, NE",10,7809,7845,447442,41.1697896,-98.0310573
Nebraska_Morrill County,Morrill,NE,Nebraska,"Morrill, NE",10,4625,5042,579922,41.7322039,-102.9905936
Nebraska_Nance County,Nance,NE,Nebraska,"Nance, NE",10,3532,3735,162643,41.4023855,-97.9914083
Nebraska_Nemaha County,Nemaha,NE,Nebraska,"Nemaha, NE",10,7044,7248,969950,40.3873891,-95.8527214
Nebraska_Nuckolls County,Nuckolls,NE,Nebraska,"Nuckolls, NE",10,4134,4500,302584,40.1764918,-98.0468422
Nebraska_Otoe County,Otoe,NE,Nebraska,"Otoe, NE",10,15965,15740,1716903,40.6379916,-96.1310274
Nebraska_Pawnee County,Pawnee,NE,Nebraska,"Pawnee, NE",10,2601,2773,146433,40.1378496,-96.2452254
Nebraska_Perkins County,Perkins,NE,Nebraska,"Perkins, NE",10,2867,2970,391507,40.8576462,-101.6274676
Nebraska_Phelps County,Phelps,NE,Nebraska,"Phelps, NE",10,9006,9188,916804,40.5163647,-99.4065568
Nebraska_Pierce County,Pierce,NE,Nebraska,"Pierce, NE",10,7184,7266,398579,42.2714129,-97.6109917
Nebraska_Platte County,Platte,NE,Nebraska,"Platte, NE",10,33364,32237,2895587,41.5768655,-97.5134673
Nebraska_Polk County,Polk,NE,Nebraska,"Polk, NE",10,5201,5406,346613,41.1879253,-97.5706627
Nebraska_Red Willow County,Red Willow,NE,Nebraska,"Red Willow, NE",10,10627,11055,608962,40.1694196,-100.4685764
Nebraska_Richardson County,Richardson,NE,Nebraska,"Richardson, NE",10,7791,8363,438030,40.1237427,-95.7186026
Nebraska_Rock County,Rock,NE,Nebraska,"Rock, NE",10,1377,1526,97907,42.394749,-99.4208512
Nebraska_Saline County,Saline,NE,Nebraska,"Saline, NE",10,13987,14200,1223061,40.5168024,-97.131755
Nebraska_Sarpy County,Sarpy,NE,Nebraska,"Sarpy, NE",10,188856,158840,10346583,41.1150635,-96.1091254
Nebraska_Saunders County,Saunders,NE,Nebraska,"Saunders, NE",10,21927,20780,955663,41.2233856,-96.6420934
Nebraska_Scotts Bluff County,Scotts Bluff,NE,Nebraska,"Scotts Bluff, NE",10,35299,36970,1888755,41.8503306,-103.7015494
Nebraska_Seward County,Seward,NE,Nebraska,"Seward, NE",10,17186,16750,831926,40.8719439,-97.140383
Nebraska_Sheridan County,Sheridan,NE,Nebraska,"Sheridan, NE",10,5150,5469,364739,42.5122888,-102.3682795
Nebraska_Sherman County,Sherman,NE,Nebraska,"Sherman, NE",10,2986,3152,151621,41.2187425,-98.9728492
Nebraska_Sioux County,Sioux,NE,Nebraska,"Sioux, NE",10,1200,1311,78105,42.4706681,-103.7321705
Nebraska_Stanton County,Stanton,NE,Nebraska,"Stanton, NE",10,5880,6129,410775,41.9050454,-97.1771094
Nebraska_Thayer County,Thayer,NE,Nebraska,"Thayer, NE",10,4887,5228,441041,40.1738446,-97.5962626
Nebraska_Thomas County,Thomas,NE,Nebraska,"Thomas, NE",10,739,647,34534,41.8557296,-100.5247028
Nebraska_Thurston County,Thurston,NE,Nebraska,"Thurston, NE",10,7220,6940,510698,42.1540613,-96.5339428
Nebraska_Valley County,Valley,NE,Nebraska,"Valley, NE",10,4103,4260,332127,41.5640938,-98.9834841
Nebraska_Washington County,Washington,NE,Nebraska,"Washington, NE",10,20901,20234,1524747,41.5339726,-96.2245771
Nebraska_Wayne County,Wayne,NE,Nebraska,"Wayne, NE",10,9492,9595,638015,42.210746,-97.1262433
Nebraska_Webster County,Webster,NE,Nebraska,"Webster, NE",10,3419,3812,277459,40.1806461,-98.4985897
Nebraska_Wheeler County,Wheeler,NE,Nebraska,"Wheeler, NE",10,790,818,95244,41.9225747,-98.5208533
Nebraska_York County,York,NE,Nebraska,"York, NE",10,13511,13665,960851,40.8730557,-97.5967418
Nevada_Churchill County,Churchill,NV,Nevada,"Churchill, NV",12,25363,24877,1426586,39.5377097,-118.2641661
Nevada_Clark County,Clark,NV,Nevada,"Clark, NV",12,2315963,1951269,136198676,36.2142575,-115.013812
Nevada_Douglas County,Douglas,NV,Nevada,"Douglas, NV",12,49088,46997,3152558,38.9051292,-119.6090191
Nevada_Elko County,Elko,NV,Nevada,"Elko, NV",12,53006,48818,3216225,41.1411327,-115.3514239
Nevada_Esmeralda County,Esmeralda,NV,Nevada,"Esmeralda, NV",12,886,783,48963,37.7789658,-117.6323824
Nevada_Eureka County,Eureka,NV,Nevada,"Eureka, NV",12,2065,1987,1810966,39.9777878,-116.2722082
Nevada_Humboldt County,Humboldt,NV,Nevada,"Humboldt, NV",12,16962,16528,1690434,41.4079136,-118.1275915
Nevada_Lander County,Lander,NV,Nevada,"Lander, NV",12,5514,5775,1094797,39.9002105,-117.0472398
Nevada_Lincoln County,Lincoln,NV,Nevada,"Lincoln, NV",12,5159,5345,194476,37.634605,-114.8630367
Nevada_Lyon County,Lyon,NV,Nevada,"Lyon, NV",12,58319,51980,2140013,39.0222125,-119.1974246
Nevada_Mineral County,Mineral,NV,Nevada,"Mineral, NV",12,4518,4772,261607,38.516647,-118.4162794
Nevada_Nye County,Nye,NV,Nevada,"Nye, NV",12,48054,43946,2208807,37.9658636,-116.4590107
Nevada_Pershing County,Pershing,NV,Nevada,"Pershing, NV",12,6573,6753,464448,40.439639,-118.4094765
Nevada_Storey County,Storey,NV,Nevada,"Storey, NV",12,4207,4010,2607494,39.4383853,-119.5246462
Nevada_Washoe County,Washoe,NV,Nevada,"Washoe, NV",12,477082,421407,32864416,40.734015,-119.6622724
Nevada_White Pine County,White Pine,NV,Nevada,"White Pine, NV",12,9466,10030,880572,39.4182344,-114.900605
New Hampshire_Belknap County,Belknap,NH,New Hampshire,"Belknap, NH",1,61551,60088,3384009,43.5191091,-71.4253661
New Hampshire_Carroll County,Carroll,NH,New Hampshire,"Carroll, NH",1,49167,47818,2577488,43.8677742,-71.2015596
New Hampshire_Cheshire County,Cheshire,NH,New Hampshire,"Cheshire, NH",1,76228,77117,4703465,42.9254596,-72.2481828
New Hampshire_Coos County,Coos,NH,New Hampshire,"Coos, NH",1,31174,33055,1437968,44.6525477,-71.2894309
New Hampshire_Grafton County,Grafton,NH,New Hampshire,"Grafton, NH",1,90691,89118,8011258,43.9264391,-71.8424242
New Hampshire_Hillsborough County,Hillsborough,NH,New Hampshire,"Hillsborough, NH",1,418735,400721,32729580,42.9115317,-71.7230554
New Hampshire_Merrimack County,Merrimack,NH,New Hampshire,"Merrimack, NH",1,152622,146445,11294253,43.2995786,-71.6800412
New Hampshire_Rockingham County,Rockingham,NH,New Hampshire,"Rockingham, NH",1,311307,295223,26782004,42.9886636,-71.0990801
New Hampshire_Strafford County,Strafford,NH,New Hampshire,"Strafford, NH",1,131533,123143,6787359,43.2932725,-71.0355891
New Hampshire_Sullivan County,Sullivan,NH,New Hampshire,"Sullivan, NH",1,43267,43742,1965877,43.3611883,-72.2220839
New Jersey_Atlantic County,Atlantic,NJ,New Jersey,"Atlantic, NJ",3,262945,274549,15313041,39.4693555,-74.6337591
New Jersey_Bergen County,Bergen,NJ,New Jersey,"Bergen, NJ",2,930394,905116,87263307,40.9596985,-74.0747272
New Jersey_Burlington County,Burlington,NJ,New Jersey,"Burlington, NJ",3,446596,448734,32907569,39.8757858,-74.6630063
New Jersey_Camden County,Camden,NJ,New Jersey,"Camden, NJ",3,506809,513657,28303076,39.8024071,-74.9612493
New Jersey_Cape May County,Cape May,NJ,New Jersey,"Cape May, NJ",3,91546,97265,6279126,39.0861413,-74.8477104
New Jersey_Cumberland County,Cumberland,NJ,New Jersey,"Cumberland, NJ",3,147008,156898,7376321,39.3284336,-75.1216277
New Jersey_Essex County,Essex,NJ,New Jersey,"Essex, NJ",2,800501,783969,58118421,40.7874003,-74.2462919
New Jersey_Gloucester County,Gloucester,NJ,New Jersey,"Gloucester, NJ",3,293245,288288,16250179,39.7228745,-75.1456793
New Jersey_Hudson County,Hudson,NJ,New Jersey,"Hudson, NJ",2,671666,634266,52228378,40.7313751,-74.0786014
New Jersey_Hunterdon County,Hunterdon,NJ,New Jersey,"Hunterdon, NJ",2,124797,128349,8448632,40.5652832,-74.9119695
New Jersey_Mercer County,Mercer,NJ,New Jersey,"Mercer, NJ",3,367239,366513,43633044,40.2825026,-74.703724
New Jersey_Middlesex County,Middlesex,NJ,New Jersey,"Middlesex, NJ",2,822736,809858,70332453,40.4396214,-74.4074303
New Jersey_Monmouth County,Monmouth,NJ,New Jersey,"Monmouth, NJ",2,618381,630380,41531248,40.2870481,-74.1524456
New Jersey_Morris County,Morris,NJ,New Jersey,"Morris, NJ",2,491087,492276,60781062,40.8588961,-74.5472917
New Jersey_Ocean County,Ocean,NJ,New Jersey,"Ocean, NJ",3,614237,576567,25576341,39.865669,-74.2588636
New Jersey_Passaic County,Passaic,NJ,New Jersey,"Passaic, NJ",2,500382,501226,24221220,41.0378896,-74.29828
New Jersey_Salem County,Salem,NJ,New Jersey,"Salem, NJ",3,62451,66083,6801241,39.5738282,-75.3573559
New Jersey_Somerset County,Somerset,NJ,New Jersey,"Somerset, NJ",2,329331,323444,46061238,40.5655273,-74.6199378
New Jersey_Sussex County,Sussex,NJ,New Jersey,"Sussex, NJ",2,140002,149265,5579375,41.1374609,-74.6919141
New Jersey_Union County,Union,NJ,New Jersey,"Union, NJ",2,555394,536499,41471551,40.6598707,-74.3086957
New Jersey_Warren County,Warren,NJ,New Jersey,"Warren, NJ",2,105624,108692,4469101,40.8534914,-75.0094978
New Mexico_Bernalillo County,Bernalillo,NM,New Mexico,"Bernalillo, NM",10,681666,662564,42573761,35.053628,-106.6690805
New Mexico_Catron County,Catron,NM,New Mexico,"Catron, NM",11,3623,3725,105513,33.9018583,-108.3920882
New Mexico_Chaves County,Chaves,NM,New Mexico,"Chaves, NM",11,64711,65645,2225971,33.3616045,-104.4698374
New Mexico_Cibola County,Cibola,NM,New Mexico,"Cibola, NM",10,26354,27213,683820,34.9282721,-107.9926805
New Mexico_Colfax County,Colfax,NM,New Mexico,"Colfax, NM",10,11927,13750,502849,36.6129638,-104.6401105
New Mexico_Curry County,Curry,NM,New Mexico,"Curry, NM",11,48793,48376,3430979,34.5729841,-103.3460546
New Mexico_De Baca County,De Baca,NM,New Mexico,"De Baca, NM",11,1673,2022,91955,34.3592729,-104.3686961
New Mexico_Doña Ana County,Doña Ana,NM,New Mexico,"Doña Ana, NM",11,221262,209233,8339710,32.349919,-106.8349684
New Mexico_Eddy County,Eddy,NM,New Mexico,"Eddy, NM",11,58418,53829,7449116,32.4578347,-104.3064338
New Mexico_Grant County,Grant,NM,New Mexico,"Grant, NM",11,27007,29514,1076679,32.732087,-108.3815043
New Mexico_Guadalupe County,Guadalupe,NM,New Mexico,"Guadalupe, NM",11,4275,4687,173673,34.8697822,-104.7849677
New Mexico_Harding County,Harding,NM,New Mexico,"Harding, NM",10,638,695,54767,35.8585102,-103.8479336
New Mexico_Hidalgo County,Hidalgo,NM,New Mexico,"Hidalgo, NM",11,4106,4894,228187,31.8980519,-108.7519293
New Mexico_Lea County,Lea,NM,New Mexico,"Lea, NM",11,71830,64727,6962294,32.7956865,-103.4132707
New Mexico_Lincoln County,Lincoln,NM,New Mexico,"Lincoln, NM",11,19939,20497,703243,33.7408411,-105.4498055
New Mexico_Los Alamos County,Los Alamos,NM,New Mexico,"Los Alamos, NM",10,19462,17950,2650272,35.8700469,-106.3079679
New Mexico_Luna County,Luna,NM,New Mexico,"Luna, NM",11,23905,25095,955305,32.1845231,-107.7471911
New Mexico_McKinley County,McKinley,NM,New Mexico,"McKinley, NM",10,70824,71492,2661853,35.5838784,-108.2532659
New Mexico_Mora County,Mora,NM,New Mexico,"Mora, NM",10,4478,4881,126808,35.9828413,-104.9218975
New Mexico_Otero County,Otero,NM,New Mexico,"Otero, NM",11,67967,63797,3122438,32.6155988,-105.7513079
New Mexico_Quay County,Quay,NM,New Mexico,"Quay, NM",11,8197,9041,341411,35.1070184,-103.5480713
New Mexico_Rio Arriba County,Rio Arriba,NM,New Mexico,"Rio Arriba, NM",10,38521,40246,1192287,36.5096687,-106.6939829
New Mexico_Roosevelt County,Roosevelt,NM,New Mexico,"Roosevelt, NM",11,18350,19846,748982,34.0212068,-103.4830039
New Mexico_San Juan County,Sandoval,NM,New Mexico,"Sandoval, NM",10,123312,130044,4485519,36.5116245,-108.3245778
New Mexico_San Miguel County,San Juan,NM,New Mexico,"San Juan, NM",10,27144,29393,5698394,35.4768585,-104.8035189
New Mexico_Sandoval County,San Miguel,NM,New Mexico,"San Miguel, NM",10,148904,131561,750952,35.6850913,-106.8831191
New Mexico_Santa Fe County,Santa Fe,NM,New Mexico,"Santa Fe, NM",10,151946,144170,7636186,35.5145305,-105.9639718
New Mexico_Sierra County,Sierra,NM,New Mexico,"Sierra, NM",11,10867,11988,347934,33.1194684,-107.1881612
New Mexico_Socorro County,Socorro,NM,New Mexico,"Socorro, NM",11,16541,17866,527951,33.9916579,-106.9391362
New Mexico_Taos County,Taos,NM,New Mexico,"Taos, NM",10,32593,32937,1125814,36.5765287,-105.6379865
New Mexico_Torrance County,Torrance,NM,New Mexico,"Torrance, NM",11,15486,16383,547071,34.5549773,-105.8905532
New Mexico_Union County,Union,NM,New Mexico,"Union, NM",10,4026,4549,187019,36.4880853,-103.4757229
New Mexico_Valencia County,Valencia,NM,New Mexico,"Valencia, NM",10,77574,76569,1874079,34.7168404,-106.8065821
New York_Albany County,Albany,NY,New York,"Albany, NY",2,303654,304204,37245549,42.5882401,-73.9740095
New York_Allegany County,Allegany,NY,New York,"Allegany, NY",2,45587,48946,1690394,42.2478532,-78.0261531
New York_Bronx County,Bronx,NY,New York,"Bronx, NY",2,1401142,1385108,48761866,40.8487111,-73.852939
New York_Broome County,Broome,NY,New York,"Broome, NY",2,189420,200600,10295945,42.1619773,-75.8302833
New York_Cattaraugus County,Cattaraugus,NY,New York,"Cattaraugus, NY",2,75863,80317,3235084,42.2390986,-78.662332
New York_Cayuga County,Cayuga,NY,New York,"Cayuga, NY",2,76029,80026,3360766,43.0085456,-76.5745866
New York_Chautauqua County,Chautauqua,NY,New York,"Chautauqua, NY",2,126032,134905,5356426,42.3042159,-79.4075949
New York_Chemung County,Chemung,NY,New York,"Chemung, NY",2,82622,88830,4230830,42.1552804,-76.7471791
New York_Chenango County,Chenango,NY,New York,"Chenango, NY",2,46730,50477,2489928,42.4780238,-75.6022407
New York_Clinton County,Clinton,NY,New York,"Clinton, NY",2,79778,82128,3982803,44.752712,-73.7056429
New York_Columbia County,Columbia,NY,New York,"Columbia, NY",2,59534,63096,2678118,42.2477288,-73.6268057
New York_Cortland County,Cortland,NY,New York,"Cortland, NY",2,47173,49336,2045276,42.594039,-76.0762398
New York_Delaware County,Delaware,NY,New York,"Delaware, NY",2,43938,47980,2334986,42.1939865,-74.9667281
New York_Dutchess County,Dutchess,NY,New York,"Dutchess, NY",2,293293,297488,16730913,41.7547699,-73.7400411
New York_Erie County,Erie,NY,New York,"Erie, NY",2,917241,919040,65473216,42.752759,-78.7781922
New York_Essex County,Essex,NY,New York,"Essex, NY",2,36891,39370,1899347,44.1096005,-73.7784307
New York_Franklin County,Franklin,NY,New York,"Franklin, NY",2,49965,51599,2214819,44.5943758,-74.31067
New York_Fulton County,Fulton,NY,New York,"Fulton, NY",2,52812,55531,2128919,43.1156093,-74.4236782
New York_Genesee County,Genesee,NY,New York,"Genesee, NY",2,56994,60079,2867159,43.0009096,-78.1927784
New York_Greene County,Greene,NY,New York,"Greene, NY",2,47177,49221,2638945,42.2869702,-74.1495421
New York_Hamilton County,Hamilton,NY,New York,"Hamilton, NY",2,4345,4836,250340,43.6578786,-74.5024556
New York_Herkimer County,Herkimer,NY,New York,"Herkimer, NY",2,60945,64519,2145716,43.407489,-75.011683
New York_Jefferson County,Jefferson,NY,New York,"Jefferson, NY",2,108095,116229,6972539,43.996389,-76.0529678
New York_Kings County,Kings,NY,New York,"Kings, NY",2,2538934,2504700,115784579,40.6350451,-73.9506398
New York_Lewis County,Lewis,NY,New York,"Lewis, NY",2,26187,27087,1217236,43.7826811,-75.4441402
New York_Livingston County,Livingston,NY,New York,"Livingston, NY",2,62398,65393,2533423,42.7274845,-77.7697795
New York_Madison County,Madison,NY,New York,"Madison, NY",2,70478,73442,2582995,42.9100255,-75.6635749
New York_Monroe County,Monroe,NY,New York,"Monroe, NY",2,740900,744344,52294096,43.4644839,-77.6646584
New York_Montgomery County,Montgomery,NY,New York,"Montgomery, NY",2,49170,50219,2102595,42.9008912,-74.4353575
New York_Nassau County,Nassau,NY,New York,"Nassau, NY",2,1351334,1339532,111983719,40.7296118,-73.5894144
New York_New York County,New York,NY,New York,"New York, NY",2,1611989,1585873,829744222,40.7766419,-73.9701871
New York_Niagara County,Niagara,NY,New York,"Niagara, NY",2,208396,216469,11518219,43.4567309,-78.7921425
New York_Oneida County,Oneida,NY,New York,"Oneida, NY",2,227346,234878,12532854,43.2427273,-75.4342824
New York_Onondaga County,Onondaga,NY,New York,"Onondaga, NY",2,459214,467026,35331982,43.0065163,-76.1961336
New York_Ontario County,Ontario,NY,New York,"Ontario, NY",2,110091,107931,7174109,42.8563575,-77.303497
New York_Orange County,Orange,NY,New York,"Orange, NY",2,385234,372813,22644552,41.4024096,-74.3062522
